   5.3485205e+00	   3.7354225e+00	   0.0000000e+00	
   5.6395813e+00	   5.6255276e+00	   0.0000000e+00	
   4.4407869e+00	   4.9525579e+00	   0.0000000e+00	
   4.6453181e+00	   3.5035028e+00	   0.0000000e+00	
   8.0355363e+00	   1.5502417e+00	   0.0000000e+00	
   1.6124690e+00	   1.6317374e+00	   0.0000000e+00	
   8.3441685e+00	   5.5034139e+00	   0.0000000e+00	
   5.5063456e+00	  -3.8484382e-01	   0.0000000e+00	
   6.5000912e+00	   2.9486299e+00	   0.0000000e+00	
   2.5037533e+00	  -1.0925791e+00	   0.0000000e+00	
   4.1149482e+00	   5.1430458e+00	   0.0000000e+00	
   4.5829038e+00	   4.8096042e+00	   0.0000000e+00	
   5.6340735e+00	   3.0024404e+00	   0.0000000e+00	
   2.4946990e+00	   2.8512419e+00	   0.0000000e+00	
   5.7074515e+00	  -2.2211962e+00	   0.0000000e+00	
   3.1807292e+00	   4.2204619e+00	   0.0000000e+00	
   5.0992851e+00	  -1.6041133e+00	   0.0000000e+00	
   5.9785338e+00	  -1.8704886e+00	   0.0000000e+00	
   5.4905900e+00	   3.1678608e+00	   0.0000000e+00	
   6.6239503e+00	   1.0081899e+00	   0.0000000e+00	
   6.5091157e+00	   3.8641303e+00	   0.0000000e+00	
   4.0236384e+00	   4.4216534e+00	   0.0000000e+00	
   5.3855842e+00	   4.8012383e+00	   0.0000000e+00	
   3.5834333e+00	   1.5485658e+00	   0.0000000e+00	
   3.0173172e+00	   3.9436930e+00	   0.0000000e+00	
   6.3872389e+00	   3.2113300e+00	   0.0000000e+00	
   5.0000748e+00	   4.7347470e+00	   0.0000000e+00	
   4.9176216e+00	   4.1259299e+00	   0.0000000e+00	
   6.3666909e+00	   4.8855657e+00	   0.0000000e+00	
   5.8918755e+00	   2.7229305e+00	   0.0000000e+00	
  -2.3385633e+00	  -1.5756053e+00	   1.0000000e+00	
   3.1787883e-01	  -1.0659684e+00	   1.0000000e+00	
  -6.8844076e+00	  -7.6465066e-01	   1.0000000e+00	
  -3.1605487e+00	  -1.6332578e+00	   1.0000000e+00	
  -4.9223672e+00	  -1.2017795e+00	   1.0000000e+00	
  -2.8799450e+00	  -7.5495607e-01	   1.0000000e+00	
  -5.0803770e-01	  -2.2851014e+00	   1.0000000e+00	
  -1.0082756e-01	  -2.7481686e-01	   1.0000000e+00	
  -4.3343704e+00	   6.9712280e-01	   1.0000000e+00	
  -3.0834608e+00	  -3.2841964e-01	   1.0000000e+00	
  -1.6848428e+00	  -1.2210404e+00	   1.0000000e+00	
  -2.6712858e+00	  -6.9996412e-01	   1.0000000e+00	
  -1.3058173e+00	  -1.7251893e+00	   1.0000000e+00	
  -1.0801588e+00	   3.1450582e-01	   1.0000000e+00	
  -4.1389116e+00	  -3.4150692e-01	   1.0000000e+00	
  -2.4067096e+00	  -4.4885795e-01	   1.0000000e+00	
  -6.9038176e+00	  -1.6131120e+00	   1.0000000e+00	
   6.3433193e-01	  -7.7603561e-01	   1.0000000e+00	
  -3.4469088e+00	  -1.3908060e+00	   1.0000000e+00	
  -4.7688549e+00	  -1.2180006e+00	   1.0000000e+00	
  -2.5840728e+00	  -1.3990069e+00	   1.0000000e+00	
  -5.2858878e+00	  -1.7180135e+00	   1.0000000e+00	
  -2.0479725e+00	  -1.6361219e+00	   1.0000000e+00	
  -3.2895295e+00	  -1.1469281e+00	   1.0000000e+00	
   3.0088910e+00	  -2.1892049e+00	   1.0000000e+00	
   6.1847039e-01	  -5.7467960e-01	   1.0000000e+00	
  -7.7428390e+00	  -1.0824588e+00	   1.0000000e+00	
  -9.8494806e-01	  -5.1058777e-01	   1.0000000e+00	
  -5.2157171e+00	  -8.1124595e-01	   1.0000000e+00	
  -2.5866269e+00	  -6.5399906e-01	   1.0000000e+00	
  -1.6218706e+00	  -2.0381847e+00	   1.0000000e+00	
  -2.8021173e-01	  -1.7141851e+00	   1.0000000e+00	
  -2.6280080e+00	  -1.3128965e+00	   1.0000000e+00	
   1.6254903e+00	  -9.2323899e-01	   1.0000000e+00	
  -3.1061554e+00	  -2.0988448e-01	   1.0000000e+00	
  -1.2467221e+00	  -1.2029741e+00	   1.0000000e+00	
  -4.7111152e-01	  -1.1691450e-01	   1.0000000e+00	
  -1.8040662e+00	  -6.6720263e-01	   1.0000000e+00	
   2.6191406e-02	  -1.7811827e-01	   1.0000000e+00	
  -1.2566098e+00	  -9.1113705e-01	   1.0000000e+00	
  -3.8035362e+00	  -1.4597712e+00	   1.0000000e+00	
  -6.1523587e+00	  -2.0369794e+00	   1.0000000e+00	
   2.2747638e+00	  -8.9115770e-01	   1.0000000e+00	
  -3.3904192e+00	  -4.2701404e-01	   1.0000000e+00	
  -1.7622726e+00	  -1.2048117e+00	   1.0000000e+00	
  -7.0471600e-01	  -1.3785505e+00	   1.0000000e+00	
  -1.7387269e+00	  -1.2160493e+00	   1.0000000e+00	
  -4.0808703e+00	  -1.7676153e+00	   1.0000000e+00	
  -3.0757435e+00	  -1.3451069e+00	   1.0000000e+00	
  -2.2872469e+00	  -1.1265175e+00	   1.0000000e+00	
   1.4016045e+00	  -9.6791123e-01	   1.0000000e+00	
  -3.9798761e+00	  -1.0446482e+00	   1.0000000e+00	
  -1.9526253e-01	  -5.7206536e-01	   1.0000000e+00	
  -1.2901668e+00	  -9.2347761e-01	   1.0000000e+00	
  -2.5378781e+00	   2.6981082e-01	   1.0000000e+00	
  -4.4310373e+00	  -7.8158332e-01	   1.0000000e+00	
  -2.6535242e+00	   2.6314564e-01	   1.0000000e+00	
  -2.1993876e+00	  -1.5061850e+00	   1.0000000e+00	
  -5.3796087e+00	  -6.3141707e-01	   1.0000000e+00	
  -1.5579808e+00	  -1.1821756e+00	   1.0000000e+00	
