   5.7333407e+00	   5.9115278e-01	   0.0000000e+00	
   6.5520395e+00	   7.5537204e-01	   0.0000000e+00	
   6.0903277e+00	   1.3000527e+00	   0.0000000e+00	
   4.5448386e+00	  -3.1829967e+00	   0.0000000e+00	
   5.4408072e+00	   6.0205986e+00	   0.0000000e+00	
   3.8190758e+00	   3.6829001e+00	   0.0000000e+00	
   6.3325934e+00	   1.4146505e+00	   0.0000000e+00	
   1.1516866e+00	  -7.8099898e-01	   1.0000000e+00	
  -5.9364878e+00	  -1.6054159e+00	   1.0000000e+00	
  -2.2351576e+00	  -1.0210359e+00	   1.0000000e+00	
  -2.5553282e+00	  -1.1154153e+00	   1.0000000e+00	
  -1.2658245e+00	  -5.6060490e-01	   1.0000000e+00	
